"code","validcode","todel","desc"
"W3809","TRUE",,"Explosion and rupture of other specified pressurized devices: at home: during unspec activity"
"W381","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn"
"W3810","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: in sport activity"
"W3811","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: in leisure activity"
"W3812","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: while work for income"
"W3813","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: in oth type work"
"W3814","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: while resting..."
"W3818","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: in oth spec activity"
"W3819","TRUE",,"Explosion and rupture of other specified pressurized devices: at residentl institutn: during unspec activity"
"W382","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area"
"W3820","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: in sport activity"
"W3821","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: in leisure activity"
"W3822","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: while work for income"
"W3823","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: in oth type work"
"W3824","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: while resting..."
"W3828","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: in oth spec activity"
"W3829","TRUE",,"Explosion and rupture of other specified pressurized devices: at school, other..area: during unspec activity"
"W383","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area"
"W3830","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: in sport activity"
"W3831","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: in leisure activity"
"W3832","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: while work for income"
"W3833","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: in oth type work"
"W3834","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: while resting..."
"W3838","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: in oth spec activity"
"W3839","TRUE",,"Explosion and rupture of other specified pressurized devices: at sport & athlet area: during unspec activity"
"W384","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway"
"W3840","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: in sport activity"
"W3841","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: in leisure activity"
"W3842","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: while work for income"
"W3843","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: in oth type work"
"W3844","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: while resting..."
"W3848","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: in oth spec activity"
"W3849","TRUE",,"Explosion and rupture of other specified pressurized devices: at street & highway: during unspec activity"
"W385","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area"
"W3850","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: in sport activity"
"W3851","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: in leisure activity"
"W3852","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: while work for income"
"W3853","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: in oth type work"
"W3854","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: while resting..."
"W3858","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: in oth spec activity"
"W3859","TRUE",,"Explosion and rupture of other specified pressurized devices: at trade & service area: during unspec activity"
"W386","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area"
"W3860","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: in sport activity"
"W3861","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: in leisure activity"
"W3862","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: while work for income"
"W3863","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: in oth type work"
"W3864","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: while resting..."
"W3868","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: in oth spec activity"
"W3869","TRUE",,"Explosion and rupture of other specified pressurized devices: at industr & const area: during unspec activity"
"W387","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm"
"W3870","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: in sport activity"
"W3871","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: in leisure activity"
"W3872","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: while work for income"
"W3873","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: in oth type work"
"W3874","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: while resting..."
"W3878","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: in oth spec activity"
"W3879","TRUE",,"Explosion and rupture of other specified pressurized devices: at farm: during unspec activity"
"W388","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places"
"W3880","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: in sport activity"
"W3881","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: in leisure activity"
"W3882","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: while work for income"
"W3883","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: in oth type work"
"W3884","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: while resting..."
"W3888","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: in oth spec activity"
"W3889","TRUE",,"Explosion and rupture of other specified pressurized devices: at other spec places: during unspec activity"
"W389","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place"
"W3890","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: in sport activity"
"W3891","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: in leisure activity"
"W3892","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: while work for income"
"W3893","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: in oth type work"
"W3894","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: while resting..."
"W3898","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: in oth spec activity"
"W3899","TRUE",,"Explosion and rupture of other specified pressurized devices: at unspec place: during unspec activity"
"W39","FALSE",,"Discharge of firework"
"W390","TRUE",,"Discharge of firework: at home"
"W3900","TRUE",,"Discharge of firework: at home: in sport activity"
"W3901","TRUE",,"Discharge of firework: at home: in leisure activity"
"W3902","TRUE",,"Discharge of firework: at home: while work for income"
"W3903","TRUE",,"Discharge of firework: at home: in oth type work"
"W3904","TRUE",,"Discharge of firework: at home: while resting..."
"W3908","TRUE",,"Discharge of firework: at home: in oth spec activity"
"W3909","TRUE",,"Discharge of firework: at home: during unspec activity"
"W391","TRUE",,"Discharge of firework: at residentl institutn"
"W3910","TRUE",,"Discharge of firework: at residentl institutn: in sport activity"
"W3911","TRUE",,"Discharge of firework: at residentl institutn: in leisure activity"
"W3912","TRUE",,"Discharge of firework: at residentl institutn: while work for income"
"W3913","TRUE",,"Discharge of firework: at residentl institutn: in oth type work"
"W3914","TRUE",,"Discharge of firework: at residentl institutn: while resting..."
"W3918","TRUE",,"Discharge of firework: at residentl institutn: in oth spec activity"
"W3919","TRUE",,"Discharge of firework: at residentl institutn: during unspec activity"
"W392","TRUE",,"Discharge of firework: at school, other..area"
"W3920","TRUE",,"Discharge of firework: at school, other..area: in sport activity"
"W3921","TRUE",,"Discharge of firework: at school, other..area: in leisure activity"
"W3922","TRUE",,"Discharge of firework: at school, other..area: while work for income"
"W3923","TRUE",,"Discharge of firework: at school, other..area: in oth type work"
"W3924","TRUE",,"Discharge of firework: at school, other..area: while resting..."
"W3928","TRUE",,"Discharge of firework: at school, other..area: in oth spec activity"
"W3929","TRUE",,"Discharge of firework: at school, other..area: during unspec activity"
"W393","TRUE",,"Discharge of firework: at sport & athlet area"
"W3930","TRUE",,"Discharge of firework: at sport & athlet area: in sport activity"
"W3931","TRUE",,"Discharge of firework: at sport & athlet area: in leisure activity"
"W3932","TRUE",,"Discharge of firework: at sport & athlet area: while work for income"
"W3933","TRUE",,"Discharge of firework: at sport & athlet area: in oth type work"
"W3934","TRUE",,"Discharge of firework: at sport & athlet area: while resting..."
"W3938","TRUE",,"Discharge of firework: at sport & athlet area: in oth spec activity"
"W3939","TRUE",,"Discharge of firework: at sport & athlet area: during unspec activity"
"W394","TRUE",,"Discharge of firework: at street & highway"
"W3940","TRUE",,"Discharge of firework: at street & highway: in sport activity"
"W3941","TRUE",,"Discharge of firework: at street & highway: in leisure activity"
"W3942","TRUE",,"Discharge of firework: at street & highway: while work for income"
"W3943","TRUE",,"Discharge of firework: at street & highway: in oth type work"
"W3944","TRUE",,"Discharge of firework: at street & highway: while resting..."
"W3948","TRUE",,"Discharge of firework: at street & highway: in oth spec activity"
"W3949","TRUE",,"Discharge of firework: at street & highway: during unspec activity"
"W395","TRUE",,"Discharge of firework: at trade & service area"
"W3950","TRUE",,"Discharge of firework: at trade & service area: in sport activity"
"W3951","TRUE",,"Discharge of firework: at trade & service area: in leisure activity"
"W3952","TRUE",,"Discharge of firework: at trade & service area: while work for income"
"W3953","TRUE",,"Discharge of firework: at trade & service area: in oth type work"
"W3954","TRUE",,"Discharge of firework: at trade & service area: while resting..."
"W3958","TRUE",,"Discharge of firework: at trade & service area: in oth spec activity"
"W3959","TRUE",,"Discharge of firework: at trade & service area: during unspec activity"
"W396","TRUE",,"Discharge of firework: at industr & const area"
"W3960","TRUE",,"Discharge of firework: at industr & const area: in sport activity"
"W3961","TRUE",,"Discharge of firework: at industr & const area: in leisure activity"
"W3962","TRUE",,"Discharge of firework: at industr & const area: while work for income"
"W3963","TRUE",,"Discharge of firework: at industr & const area: in oth type work"
"W3964","TRUE",,"Discharge of firework: at industr & const area: while resting..."
"W3968","TRUE",,"Discharge of firework: at industr & const area: in oth spec activity"
"W3969","TRUE",,"Discharge of firework: at industr & const area: during unspec activity"
"W397","TRUE",,"Discharge of firework: at farm"
"W3970","TRUE",,"Discharge of firework: at farm: in sport activity"
"W3971","TRUE",,"Discharge of firework: at farm: in leisure activity"
"W3972","TRUE",,"Discharge of firework: at farm: while work for income"
"W3973","TRUE",,"Discharge of firework: at farm: in oth type work"
"W3974","TRUE",,"Discharge of firework: at farm: while resting..."
"W3978","TRUE",,"Discharge of firework: at farm: in oth spec activity"
"W3979","TRUE",,"Discharge of firework: at farm: during unspec activity"
"W398","TRUE",,"Discharge of firework: at other spec places"
"W3980","TRUE",,"Discharge of firework: at other spec places: in sport activity"
"W3981","TRUE",,"Discharge of firework: at other spec places: in leisure activity"
"W3982","TRUE",,"Discharge of firework: at other spec places: while work for income"
"W3983","TRUE",,"Discharge of firework: at other spec places: in oth type work"
"W3984","TRUE",,"Discharge of firework: at other spec places: while resting..."
"W3988","TRUE",,"Discharge of firework: at other spec places: in oth spec activity"
"W3989","TRUE",,"Discharge of firework: at other spec places: during unspec activity"
"W399","TRUE",,"Discharge of firework: at unspec place"
"W3990","TRUE",,"Discharge of firework: at unspec place: in sport activity"
"W3991","TRUE",,"Discharge of firework: at unspec place: in leisure activity"
"W3992","TRUE",,"Discharge of firework: at unspec place: while work for income"
"W3993","TRUE",,"Discharge of firework: at unspec place: in oth type work"
"W3994","TRUE",,"Discharge of firework: at unspec place: while resting..."
"W3998","TRUE",,"Discharge of firework: at unspec place: in oth spec activity"
"W3999","TRUE",,"Discharge of firework: at unspec place: during unspec activity"
"W40","FALSE",,"Explosion of other materials"
"W400","TRUE",,"Explosion of other materials: at home"
"W4000","TRUE",,"Explosion of other materials: at home: in sport activity"
"W4001","TRUE",,"Explosion of other materials: at home: in leisure activity"
"W4002","TRUE",,"Explosion of other materials: at home: while work for income"
"W4003","TRUE",,"Explosion of other materials: at home: in oth type work"
"W4004","TRUE",,"Explosion of other materials: at home: while resting..."
"W4008","TRUE",,"Explosion of other materials: at home: in oth spec activity"
"W4009","TRUE",,"Explosion of other materials: at home: during unspec activity"
"W401","TRUE",,"Explosion of other materials: at residentl institutn"
"W4010","TRUE",,"Explosion of other materials: at residentl institutn: in sport activity"
"W4011","TRUE",,"Explosion of other materials: at residentl institutn: in leisure activity"
"W4012","TRUE",,"Explosion of other materials: at residentl institutn: while work for income"
"W4013","TRUE",,"Explosion of other materials: at residentl institutn: in oth type work"
"W4014","TRUE",,"Explosion of other materials: at residentl institutn: while resting..."
"W4018","TRUE",,"Explosion of other materials: at residentl institutn: in oth spec activity"
"W4019","TRUE",,"Explosion of other materials: at residentl institutn: during unspec activity"
"W402","TRUE",,"Explosion of other materials: at school, other..area"
"W4020","TRUE",,"Explosion of other materials: at school, other..area: in sport activity"
"W4021","TRUE",,"Explosion of other materials: at school, other..area: in leisure activity"
"W4022","TRUE",,"Explosion of other materials: at school, other..area: while work for income"
"W4023","TRUE",,"Explosion of other materials: at school, other..area: in oth type work"
"W4024","TRUE",,"Explosion of other materials: at school, other..area: while resting..."
"W4028","TRUE",,"Explosion of other materials: at school, other..area: in oth spec activity"
"W4029","TRUE",,"Explosion of other materials: at school, other..area: during unspec activity"
"W403","TRUE",,"Explosion of other materials: at sport & athlet area"
"W4030","TRUE",,"Explosion of other materials: at sport & athlet area: in sport activity"
"W4031","TRUE",,"Explosion of other materials: at sport & athlet area: in leisure activity"
"W4032","TRUE",,"Explosion of other materials: at sport & athlet area: while work for income"
"W4033","TRUE",,"Explosion of other materials: at sport & athlet area: in oth type work"
"W4034","TRUE",,"Explosion of other materials: at sport & athlet area: while resting..."
"W4038","TRUE",,"Explosion of other materials: at sport & athlet area: in oth spec activity"
"W4039","TRUE",,"Explosion of other materials: at sport & athlet area: during unspec activity"
"W404","TRUE",,"Explosion of other materials: at street & highway"
"W4040","TRUE",,"Explosion of other materials: at street & highway: in sport activity"
"W4041","TRUE",,"Explosion of other materials: at street & highway: in leisure activity"
"W4042","TRUE",,"Explosion of other materials: at street & highway: while work for income"
"W4043","TRUE",,"Explosion of other materials: at street & highway: in oth type work"
"W4044","TRUE",,"Explosion of other materials: at street & highway: while resting..."
"W4048","TRUE",,"Explosion of other materials: at street & highway: in oth spec activity"
"W4049","TRUE",,"Explosion of other materials: at street & highway: during unspec activity"
"W405","TRUE",,"Explosion of other materials: at trade & service area"
"W4050","TRUE",,"Explosion of other materials: at trade & service area: in sport activity"
"W4051","TRUE",,"Explosion of other materials: at trade & service area: in leisure activity"
"W4052","TRUE",,"Explosion of other materials: at trade & service area: while work for income"
"W4053","TRUE",,"Explosion of other materials: at trade & service area: in oth type work"
"W4054","TRUE",,"Explosion of other materials: at trade & service area: while resting..."
"W4058","TRUE",,"Explosion of other materials: at trade & service area: in oth spec activity"
"W4059","TRUE",,"Explosion of other materials: at trade & service area: during unspec activity"
"W406","TRUE",,"Explosion of other materials: at industr & const area"
"W4060","TRUE",,"Explosion of other materials: at industr & const area: in sport activity"
"W4061","TRUE",,"Explosion of other materials: at industr & const area: in leisure activity"
"W4062","TRUE",,"Explosion of other materials: at industr & const area: while work for income"
"W4063","TRUE",,"Explosion of other materials: at industr & const area: in oth type work"
"W4064","TRUE",,"Explosion of other materials: at industr & const area: while resting..."
"W4068","TRUE",,"Explosion of other materials: at industr & const area: in oth spec activity"
"W4069","TRUE",,"Explosion of other materials: at industr & const area: during unspec activity"
"W407","TRUE",,"Explosion of other materials: at farm"
"W4070","TRUE",,"Explosion of other materials: at farm: in sport activity"
"W4071","TRUE",,"Explosion of other materials: at farm: in leisure activity"
"W4072","TRUE",,"Explosion of other materials: at farm: while work for income"
"W4073","TRUE",,"Explosion of other materials: at farm: in oth type work"
"W4074","TRUE",,"Explosion of other materials: at farm: while resting..."
"W4078","TRUE",,"Explosion of other materials: at farm: in oth spec activity"
"W4079","TRUE",,"Explosion of other materials: at farm: during unspec activity"
"W408","TRUE",,"Explosion of other materials: at other spec places"
"W4080","TRUE",,"Explosion of other materials: at other spec places: in sport activity"
"W4081","TRUE",,"Explosion of other materials: at other spec places: in leisure activity"
"W4082","TRUE",,"Explosion of other materials: at other spec places: while work for income"
"W4083","TRUE",,"Explosion of other materials: at other spec places: in oth type work"
"W4084","TRUE",,"Explosion of other materials: at other spec places: while resting..."
"W4088","TRUE",,"Explosion of other materials: at other spec places: in oth spec activity"
"W4089","TRUE",,"Explosion of other materials: at other spec places: during unspec activity"
"W409","TRUE",,"Explosion of other materials: at unspec place"
"W4090","TRUE",,"Explosion of other materials: at unspec place: in sport activity"
"W4091","TRUE",,"Explosion of other materials: at unspec place: in leisure activity"
"W4092","TRUE",,"Explosion of other materials: at unspec place: while work for income"
"W4093","TRUE",,"Explosion of other materials: at unspec place: in oth type work"
"W4094","TRUE",,"Explosion of other materials: at unspec place: while resting..."
"W4098","TRUE",,"Explosion of other materials: at unspec place: in oth spec activity"
"W4099","TRUE",,"Explosion of other materials: at unspec place: during unspec activity"
"W41","FALSE",,"Exposure to high-pressure jet"
"W410","TRUE",,"Exposure to high-pressure jet: at home"
"W4100","TRUE",,"Exposure to high-pressure jet: at home: in sport activity"
"W4101","TRUE",,"Exposure to high-pressure jet: at home: in leisure activity"
"W4102","TRUE",,"Exposure to high-pressure jet: at home: while work for income"
"W4103","TRUE",,"Exposure to high-pressure jet: at home: in oth type work"
"W4104","TRUE",,"Exposure to high-pressure jet: at home: while resting..."
"W4108","TRUE",,"Exposure to high-pressure jet: at home: in oth spec activity"
"W4109","TRUE",,"Exposure to high-pressure jet: at home: during unspec activity"
"W411","TRUE",,"Exposure to high-pressure jet: at residentl institutn"
"W4110","TRUE",,"Exposure to high-pressure jet: at residentl institutn: in sport activity"
"W4111","TRUE",,"Exposure to high-pressure jet: at residentl institutn: in leisure activity"
"W4112","TRUE",,"Exposure to high-pressure jet: at residentl institutn: while work for income"
"W4113","TRUE",,"Exposure to high-pressure jet: at residentl institutn: in oth type work"
"W4114","TRUE",,"Exposure to high-pressure jet: at residentl institutn: while resting..."
"W4118","TRUE",,"Exposure to high-pressure jet: at residentl institutn: in oth spec activity"
"W4119","TRUE",,"Exposure to high-pressure jet: at residentl institutn: during unspec activity"
"W412","TRUE",,"Exposure to high-pressure jet: at school, other..area"
"W4120","TRUE",,"Exposure to high-pressure jet: at school, other..area: in sport activity"
"W4121","TRUE",,"Exposure to high-pressure jet: at school, other..area: in leisure activity"
"W4122","TRUE",,"Exposure to high-pressure jet: at school, other..area: while work for income"
"W4123","TRUE",,"Exposure to high-pressure jet: at school, other..area: in oth type work"
"W4124","TRUE",,"Exposure to high-pressure jet: at school, other..area: while resting..."
"W4128","TRUE",,"Exposure to high-pressure jet: at school, other..area: in oth spec activity"
"W4129","TRUE",,"Exposure to high-pressure jet: at school, other..area: during unspec activity"
"W413","TRUE",,"Exposure to high-pressure jet: at sport & athlet area"
"W4130","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: in sport activity"
"W4131","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: in leisure activity"
"W4132","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: while work for income"
"W4133","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: in oth type work"
"W4134","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: while resting..."
"W4138","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: in oth spec activity"
"W4139","TRUE",,"Exposure to high-pressure jet: at sport & athlet area: during unspec activity"
"W414","TRUE",,"Exposure to high-pressure jet: at street & highway"
"W4140","TRUE",,"Exposure to high-pressure jet: at street & highway: in sport activity"
"W4141","TRUE",,"Exposure to high-pressure jet: at street & highway: in leisure activity"
"W4142","TRUE",,"Exposure to high-pressure jet: at street & highway: while work for income"
"W4143","TRUE",,"Exposure to high-pressure jet: at street & highway: in oth type work"
"W4144","TRUE",,"Exposure to high-pressure jet: at street & highway: while resting..."
"W4148","TRUE",,"Exposure to high-pressure jet: at street & highway: in oth spec activity"
"W4149","TRUE",,"Exposure to high-pressure jet: at street & highway: during unspec activity"
"W415","TRUE",,"Exposure to high-pressure jet: at trade & service area"
"W4150","TRUE",,"Exposure to high-pressure jet: at trade & service area: in sport activity"
"W4151","TRUE",,"Exposure to high-pressure jet: at trade & service area: in leisure activity"
"W4152","TRUE",,"Exposure to high-pressure jet: at trade & service area: while work for income"
"W4153","TRUE",,"Exposure to high-pressure jet: at trade & service area: in oth type work"
"W4154","TRUE",,"Exposure to high-pressure jet: at trade & service area: while resting..."
"W4158","TRUE",,"Exposure to high-pressure jet: at trade & service area: in oth spec activity"
"W4159","TRUE",,"Exposure to high-pressure jet: at trade & service area: during unspec activity"
"W416","TRUE",,"Exposure to high-pressure jet: at industr & const area"
"W4160","TRUE",,"Exposure to high-pressure jet: at industr & const area: in sport activity"
"W4161","TRUE",,"Exposure to high-pressure jet: at industr & const area: in leisure activity"
"W4162","TRUE",,"Exposure to high-pressure jet: at industr & const area: while work for income"
"W4163","TRUE",,"Exposure to high-pressure jet: at industr & const area: in oth type work"
"W4164","TRUE",,"Exposure to high-pressure jet: at industr & const area: while resting..."
"W4168","TRUE",,"Exposure to high-pressure jet: at industr & const area: in oth spec activity"
"W4169","TRUE",,"Exposure to high-pressure jet: at industr & const area: during unspec activity"
"W417","TRUE",,"Exposure to high-pressure jet: at farm"
"W4170","TRUE",,"Exposure to high-pressure jet: at farm: in sport activity"
"W4171","TRUE",,"Exposure to high-pressure jet: at farm: in leisure activity"
"W4172","TRUE",,"Exposure to high-pressure jet: at farm: while work for income"
"W4173","TRUE",,"Exposure to high-pressure jet: at farm: in oth type work"
"W4174","TRUE",,"Exposure to high-pressure jet: at farm: while resting..."
"W4178","TRUE",,"Exposure to high-pressure jet: at farm: in oth spec activity"
"W4179","TRUE",,"Exposure to high-pressure jet: at farm: during unspec activity"
"W418","TRUE",,"Exposure to high-pressure jet: at other spec places"
"W4180","TRUE",,"Exposure to high-pressure jet: at other spec places: in sport activity"
"W4181","TRUE",,"Exposure to high-pressure jet: at other spec places: in leisure activity"
"W4182","TRUE",,"Exposure to high-pressure jet: at other spec places: while work for income"
"W4183","TRUE",,"Exposure to high-pressure jet: at other spec places: in oth type work"
"W4184","TRUE",,"Exposure to high-pressure jet: at other spec places: while resting..."
"W4188","TRUE",,"Exposure to high-pressure jet: at other spec places: in oth spec activity"
"W4189","TRUE",,"Exposure to high-pressure jet: at other spec places: during unspec activity"
"W419","TRUE",,"Exposure to high-pressure jet: at unspec place"
"W4190","TRUE",,"Exposure to high-pressure jet: at unspec place: in sport activity"
"W4191","TRUE",,"Exposure to high-pressure jet: at unspec place: in leisure activity"
"W4192","TRUE",,"Exposure to high-pressure jet: at unspec place: while work for income"
"W4193","TRUE",,"Exposure to high-pressure jet: at unspec place: in oth type work"
"W4194","TRUE",,"Exposure to high-pressure jet: at unspec place: while resting..."
"W4198","TRUE",,"Exposure to high-pressure jet: at unspec place: in oth spec activity"
"W4199","TRUE",,"Exposure to high-pressure jet: at unspec place: during unspec activity"
"W42","FALSE",,"Exposure to noise"
"W420","TRUE",,"Exposure to noise: at home"
"W4200","TRUE",,"Exposure to noise: at home: in sport activity"
"W4201","TRUE",,"Exposure to noise: at home: in leisure activity"
"W4202","TRUE",,"Exposure to noise: at home: while work for income"
"W4203","TRUE",,"Exposure to noise: at home: in oth type work"
"W4204","TRUE",,"Exposure to noise: at home: while resting..."
"W4208","TRUE",,"Exposure to noise: at home: in oth spec activity"
"W4209","TRUE",,"Exposure to noise: at home: during unspec activity"
"W421","TRUE",,"Exposure to noise: at residentl institutn"
"W4210","TRUE",,"Exposure to noise: at residentl institutn: in sport activity"
"W4211","TRUE",,"Exposure to noise: at residentl institutn: in leisure activity"
"W4212","TRUE",,"Exposure to noise: at residentl institutn: while work for income"
"W4213","TRUE",,"Exposure to noise: at residentl institutn: in oth type work"
"W4214","TRUE",,"Exposure to noise: at residentl institutn: while resting..."
"W4218","TRUE",,"Exposure to noise: at residentl institutn: in oth spec activity"
"W4219","TRUE",,"Exposure to noise: at residentl institutn: during unspec activity"
"W422","TRUE",,"Exposure to noise: at school, other..area"
"W4220","TRUE",,"Exposure to noise: at school, other..area: in sport activity"
"W4221","TRUE",,"Exposure to noise: at school, other..area: in leisure activity"
"W4222","TRUE",,"Exposure to noise: at school, other..area: while work for income"
"W4223","TRUE",,"Exposure to noise: at school, other..area: in oth type work"
"W4224","TRUE",,"Exposure to noise: at school, other..area: while resting..."
"W4228","TRUE",,"Exposure to noise: at school, other..area: in oth spec activity"
"W4229","TRUE",,"Exposure to noise: at school, other..area: during unspec activity"
"W423","TRUE",,"Exposure to noise: at sport & athlet area"
"W4230","TRUE",,"Exposure to noise: at sport & athlet area: in sport activity"
"W4231","TRUE",,"Exposure to noise: at sport & athlet area: in leisure activity"
"W4232","TRUE",,"Exposure to noise: at sport & athlet area: while work for income"
"W4233","TRUE",,"Exposure to noise: at sport & athlet area: in oth type work"
"W4234","TRUE",,"Exposure to noise: at sport & athlet area: while resting..."
"W4238","TRUE",,"Exposure to noise: at sport & athlet area: in oth spec activity"
"W4239","TRUE",,"Exposure to noise: at sport & athlet area: during unspec activity"
"W424","TRUE",,"Exposure to noise: at street & highway"
"W4240","TRUE",,"Exposure to noise: at street & highway: in sport activity"
"W4241","TRUE",,"Exposure to noise: at street & highway: in leisure activity"
"W4242","TRUE",,"Exposure to noise: at street & highway: while work for income"
"W4243","TRUE",,"Exposure to noise: at street & highway: in oth type work"
"W4244","TRUE",,"Exposure to noise: at street & highway: while resting..."
"W4248","TRUE",,"Exposure to noise: at street & highway: in oth spec activity"
"W4249","TRUE",,"Exposure to noise: at street & highway: during unspec activity"
"W425","TRUE",,"Exposure to noise: at trade & service area"
"W4250","TRUE",,"Exposure to noise: at trade & service area: in sport activity"
"W4251","TRUE",,"Exposure to noise: at trade & service area: in leisure activity"
"W4252","TRUE",,"Exposure to noise: at trade & service area: while work for income"
"W4253","TRUE",,"Exposure to noise: at trade & service area: in oth type work"
"W4254","TRUE",,"Exposure to noise: at trade & service area: while resting..."
"W4258","TRUE",,"Exposure to noise: at trade & service area: in oth spec activity"
"W4259","TRUE",,"Exposure to noise: at trade & service area: during unspec activity"
"W426","TRUE",,"Exposure to noise: at industr & const area"
"W4260","TRUE",,"Exposure to noise: at industr & const area: in sport activity"
"W4261","TRUE",,"Exposure to noise: at industr & const area: in leisure activity"
"W4262","TRUE",,"Exposure to noise: at industr & const area: while work for income"
"W4263","TRUE",,"Exposure to noise: at industr & const area: in oth type work"
"W4264","TRUE",,"Exposure to noise: at industr & const area: while resting..."
"W4268","TRUE",,"Exposure to noise: at industr & const area: in oth spec activity"
"W4269","TRUE",,"Exposure to noise: at industr & const area: during unspec activity"
"W427","TRUE",,"Exposure to noise: at farm"
"W4270","TRUE",,"Exposure to noise: at farm: in sport activity"
"W4271","TRUE",,"Exposure to noise: at farm: in leisure activity"
"W4272","TRUE",,"Exposure to noise: at farm: while work for income"
"W4273","TRUE",,"Exposure to noise: at farm: in oth type work"
"W4274","TRUE",,"Exposure to noise: at farm: while resting..."
"W4278","TRUE",,"Exposure to noise: at farm: in oth spec activity"
"W4279","TRUE",,"Exposure to noise: at farm: during unspec activity"
"W428","TRUE",,"Exposure to noise: at other spec places"
"W4280","TRUE",,"Exposure to noise: at other spec places: in sport activity"
"W4281","TRUE",,"Exposure to noise: at other spec places: in leisure activity"
"W4282","TRUE",,"Exposure to noise: at other spec places: while work for income"
"W4283","TRUE",,"Exposure to noise: at other spec places: in oth type work"
"W4284","TRUE",,"Exposure to noise: at other spec places: while resting..."
"W4288","TRUE",,"Exposure to noise: at other spec places: in oth spec activity"
"W4289","TRUE",,"Exposure to noise: at other spec places: during unspec activity"
