"DAGGER","ASTERISK","PDX","SDX"
"A010","G01","G01","A010"
"A010","I390","I390","A010"
"A010","I391","I391","A010"
"A010","I392","I392","A010"
"A010","I393","I393","A010"
"A010","I394","I394","A010"
"A010","I398","I398","A010"
"A010","I410","I410","A010"
"A010","J170","J170","A010"
"A010","M013","M013","A010"
"A010","M0130","M0130","A010"
"A010","M0131","M0131","A010"
"A010","M0132","M0132","A010"
"A010","M0133","M0133","A010"
"A010","M0134","M0134","A010"
"A010","M0135","M0135","A010"
"A010","M0136","M0136","A010"
"A010","M0137","M0137","A010"
"A010","M0138","M0138","A010"
"A010","M0139","M0139","A010"
"A010","M492","M492","A010"
"A010","M4920","M4920","A010"
"A010","M4921","M4921","A010"
"A010","M4922","M4922","A010"
"A010","M4923","M4923","A010"
"A010","M4924","M4924","A010"
"A010","M4925","M4925","A010"
"A010","M4926","M4926","A010"
"A010","M4927","M4927","A010"
"A010","M4928","M4928","A010"
"A010","M4929","M4929","A010"
"A010","M902","M902","A010"
"A010","M9020","M9020","A010"
"A010","M9021","M9021","A010"
"A010","M9022","M9022","A010"
"A010","M9023","M9023","A010"
"A010","M9024","M9024","A010"
"A010","M9025","M9025","A010"
"A010","M9026","M9026","A010"
"A010","M9027","M9027","A010"
"A010","M9028","M9028","A010"
"A010","M9029","M9029","A010"
"A011","M013","M013","A011"
"A011","M0130","M0130","A011"
"A011","M0131","M0131","A011"
"A011","M0132","M0132","A011"
"A011","M0133","M0133","A011"
"A011","M0134","M0134","A011"
"A011","M0135","M0135","A011"
"A011","M0136","M0136","A011"
"A011","M0137","M0137","A011"
"A011","M0138","M0138","A011"
"A011","M0139","M0139","A011"
"A012","M013","M013","A012"
"A012","M0130","M0130","A012"
"A012","M0131","M0131","A012"
"A012","M0132","M0132","A012"
"A012","M0133","M0133","A012"
"A012","M0134","M0134","A012"
"A012","M0135","M0135","A012"
"A012","M0136","M0136","A012"
"A012","M0137","M0137","A012"
"A012","M0138","M0138","A012"
"A012","M0139","M0139","A012"
"A013","M013","M013","A013"
"A013","M0130","M0130","A013"
"A013","M0131","M0131","A013"
"A013","M0132","M0132","A013"
"A013","M0133","M0133","A013"
"A013","M0134","M0134","A013"
"A013","M0135","M0135","A013"
"A013","M0136","M0136","A013"
"A013","M0137","M0137","A013"
"A013","M0138","M0138","A013"
"A013","M0139","M0139","A013"
"A014","M013","M013","A014"
"A014","M0130","M0130","A014"
"A014","M0131","M0131","A014"
"A014","M0132","M0132","A014"
"A014","M0133","M0133","A014"
"A014","M0134","M0134","A014"
"A014","M0135","M0135","A014"
"A014","M0136","M0136","A014"
"A014","M0137","M0137","A014"
"A014","M0138","M0138","A014"
"A014","M0139","M0139","A014"
"A022","G01","G01","A022"
"A022","J170","J170","A022"
"A022","M013","M013","A022"
"A022","M0130","M0130","A022"
"A022","M0131","M0131","A022"
"A022","M0132","M0132","A022"
"A022","M0133","M0133","A022"
"A022","M0134","M0134","A022"
"A022","M0135","M0135","A022"
"A022","M0136","M0136","A022"
"A022","M0137","M0137","A022"
"A022","M0138","M0138","A022"
"A022","M0139","M0139","A022"
"A022","M902","M902","A022"
"A022","M9020","M9020","A022"
"A022","M9021","M9021","A022"
"A022","M9022","M9022","A022"
"A022","M9023","M9023","A022"
"A022","M9024","M9024","A022"
"A022","M9025","M9025","A022"
"A022","M9026","M9026","A022"
"A022","M9027","M9027","A022"
"A022","M9028","M9028","A022"
"A022","M9029","M9029","A022"
"A022","N160","N160","A022"
"A039","M013","M013","A039"
"A039","M0130","M0130","A039"
"A039","M0131","M0131","A039"
"A039","M0132","M0132","A039"
"A039","M0133","M0133","A039"
"A039","M0134","M0134","A039"
"A039","M0135","M0135","A039"
"A039","M0136","M0136","A039"
"A039","M0137","M0137","A039"
"A039","M0138","M0138","A039"
"A039","M0139","M0139","A039"
"A046","M032","M032","A046"
"A046","M0320","M0320","A046"
"A046","M0321","M0321","A046"
"A046","M0322","M0322","A046"
"A046","M0323","M0323","A046"
"A046","M0324","M0324","A046"
"A046","M0325","M0325","A046"
"A046","M0326","M0326","A046"
"A046","M0327","M0327","A046"
"A046","M0328","M0328","A046"
"A046","M0329","M0329","A046"
"A049","M492","M492","A049"
"A049","M4920","M4920","A049"
"A049","M4921","M4921","A049"
"A049","M4922","M4922","A049"
"A049","M4923","M4923","A049"
"A049","M4924","M4924","A049"
"A049","M4925","M4925","A049"
"A049","M4926","M4926","A049"
"A049","M4927","M4927","A049"
"A049","M4928","M4928","A049"
"A049","M4929","M4929","A049"
"A068","N512","N512","A068"
"A085","M018","M018","A085"
"A085","M0180","M0180","A085"
"A085","M0181","M0181","A085"
"A085","M0182","M0182","A085"
"A085","M0183","M0183","A085"
"A085","M0184","M0184","A085"
"A085","M0185","M0185","A085"
"A085","M0186","M0186","A085"
"A085","M0187","M0187","A085"
"A085","M0188","M0188","A085"
"A085","M0189","M0189","A085"
"A09","M018","M018","A09"
"A09","M0180","M0180","A09"
"A09","M0181","M0181","A09"
"A09","M0182","M0182","A09"
"A09","M0183","M0183","A09"
"A09","M0184","M0184","A09"
"A09","M0185","M0185","A09"
"A09","M0186","M0186","A09"
"A09","M0187","M0187","A09"
"A09","M0188","M0188","A09"
"A09","M0189","M0189","A09"
"A180","H750","H750","A180"
"A181","N510","N510","A181"
"A181","N511","N511","A181"
"A181","N512","N512","A181"
"A181","N518","N518","A181"
"A181","N740","N740","A181"
"A181","N741","N741","A181"
"A181","N770","N770","A181"
"A181","N771","N771","A181"
"A184","H031","H031","A184"
"A188","D638","D638","A188"
"A188","D77","D77","A188"
"A188","E350","E350","A188"
"A188","E358","E358","A188"
"A188","I320","I320","A188"
"A188","I390","I390","A188"
"A188","I391","I391","A188"
"A188","I392","I392","A188"
"A188","I393","I393","A188"
"A188","I394","I394","A188"
"A188","I398","I398","A188"
"A188","I410","I410","A188"
"A188","I430","I430","A188"
"A188","I681","I681","A188"
"A188","I798","I798","A188"
"A188","K230","K230","A188"
"A188","K770","K770","A188"
"A188","K870","K870","A188"
"A188","K871","K871","A188"
"A188","K938","K938","A188"
"A188","M368","M368","A188"
"A188","M630","M630","A188"
"A188","M738","M738","A188"
"A188","M7380","M7380","A188"
"A188","M7381","M7381","A188"
"A188","M7382","M7382","A188"
"A188","M7383","M7383","A188"
"A188","M7384","M7384","A188"
"A188","M7385","M7385","A188"
"A188","M7386","M7386","A188"
"A188","M7387","M7387","A188"
"A188","M7388","M7388","A188"
"A188","M7389","M7389","A188"
"A300","G630","G630","A300"
"A300","H031","H031","A300"
"A300","H192","H192","A300"
"A300","H220","H220","A300"
"A300","H320","H320","A300"
"A300","M013","M013","A300"
"A300","M0130","M0130","A300"
"A300","M0131","M0131","A300"
"A300","M0132","M0132","A300"
"A300","M0133","M0133","A300"
"A300","M0134","M0134","A300"
"A300","M0135","M0135","A300"
"A300","M0136","M0136","A300"
"A300","M0137","M0137","A300"
"A300","M0138","M0138","A300"
"A300","M0139","M0139","A300"
"A300","M630","M630","A300"
"A301","G630","G630","A301"
"A301","H031","H031","A301"
"A301","H192","H192","A301"
"A301","H220","H220","A301"
"A301","H320","H320","A301"
"A301","M013","M013","A301"
"A301","M0130","M0130","A301"
"A301","M0131","M0131","A301"
"A301","M0132","M0132","A301"
"A301","M0133","M0133","A301"
"A301","M0134","M0134","A301"
"A301","M0135","M0135","A301"
"A301","M0136","M0136","A301"
"A301","M0137","M0137","A301"
"A301","M0138","M0138","A301"
"A301","M0139","M0139","A301"
"A301","M630","M630","A301"
"A302","G630","G630","A302"
"A302","H031","H031","A302"
"A302","H192","H192","A302"
"A302","H220","H220","A302"
"A302","H320","H320","A302"
"A302","M013","M013","A302"
"A302","M0130","M0130","A302"
"A302","M0131","M0131","A302"
"A302","M0132","M0132","A302"
"A302","M0133","M0133","A302"
"A302","M0134","M0134","A302"
"A302","M0135","M0135","A302"
"A302","M0136","M0136","A302"
"A302","M0137","M0137","A302"
"A302","M0138","M0138","A302"
"A302","M0139","M0139","A302"
"A302","M630","M630","A302"
"A303","G630","G630","A303"
"A303","H031","H031","A303"
"A303","H192","H192","A303"
"A303","H220","H220","A303"
"A303","H320","H320","A303"
"A303","M013","M013","A303"
"A303","M0130","M0130","A303"
"A303","M0131","M0131","A303"
"A303","M0132","M0132","A303"
"A303","M0133","M0133","A303"
"A303","M0134","M0134","A303"
"A303","M0135","M0135","A303"
"A303","M0136","M0136","A303"
"A303","M0137","M0137","A303"
"A303","M0138","M0138","A303"
"A303","M0139","M0139","A303"
"A303","M630","M630","A303"
"A304","G630","G630","A304"
"A304","H031","H031","A304"
"A304","H192","H192","A304"
"A304","H220","H220","A304"
"A304","H320","H320","A304"
"A304","M013","M013","A304"
"A304","M0130","M0130","A304"
"A304","M0131","M0131","A304"
"A304","M0132","M0132","A304"
"A304","M0133","M0133","A304"
"A304","M0134","M0134","A304"
"A304","M0135","M0135","A304"
"A304","M0136","M0136","A304"
"A304","M0137","M0137","A304"
"A304","M0138","M0138","A304"
"A304","M0139","M0139","A304"
"A304","M630","M630","A304"
"A305","G630","G630","A305"
"A305","H031","H031","A305"
"A305","H192","H192","A305"
"A305","H220","H220","A305"
"A305","H320","H320","A305"
"A305","M013","M013","A305"
"A305","M0130","M0130","A305"
"A305","M0131","M0131","A305"
"A305","M0132","M0132","A305"
"A305","M0133","M0133","A305"
"A305","M0134","M0134","A305"
"A305","M0135","M0135","A305"
"A305","M0136","M0136","A305"
"A305","M0137","M0137","A305"
"A305","M0138","M0138","A305"
"A305","M0139","M0139","A305"
"A305","M630","M630","A305"
"A308","G630","G630","A308"
"A308","H031","H031","A308"
"A308","H192","H192","A308"
"A308","H220","H220","A308"
"A308","H320","H320","A308"
"A308","M013","M013","A308"
"A308","M0130","M0130","A308"
"A308","M0131","M0131","A308"
"A308","M0132","M0132","A308"
"A308","M0133","M0133","A308"
"A308","M0134","M0134","A308"
"A308","M0135","M0135","A308"
"A308","M0136","M0136","A308"
"A308","M0137","M0137","A308"
"A308","M0138","M0138","A308"
"A308","M0139","M0139","A308"
"A308","M630","M630","A308"
"A309","G630","G630","A309"
"A309","H031","H031","A309"
"A309","H192","H192","A309"
"A309","H220","H220","A309"
"A309","H320","H320","A309"
"A309","M013","M013","A309"
"A309","M0130","M0130","A309"
"A309","M0131","M0131","A309"
"A309","M0132","M0132","A309"
"A309","M0133","M0133","A309"
"A309","M0134","M0134","A309"
"A309","M0135","M0135","A309"
"A309","M0136","M0136","A309"
"A309","M0137","M0137","A309"
"A309","M0138","M0138","A309"
"A309","M0139","M0139","A309"
"A309","M630","M630","A309"
"A321","G01","G01","A321"
"A321","G050","G050","A321"
"A328","I398","I398","A328"
"A328","I681","I681","A328"
"A368","G050","G050","A368"
"A368","G630","G630","A368"
"A368","H131","H131","A368"
"A368","H228","H228","A368"
"A368","I410","I410","A368"
"A368","I430","I430","A368"
"A368","K678","K678","A368"
"A368","N160","N160","A368"
"A368","N338","N338","A368"
"A38","I410","I410","A38"
"A391","E351","E351","A391"
"A398","G050","G050","A398"
"A398","H131","H131","A398"
"A398","H481","H481","A398"
"A398","M010","M010","A398"
"A398","M0100","M0100","A398"
"A398","M0101","M0101","A398"
"A398","M0102","M0102","A398"
"A398","M0103","M0103","A398"
"A398","M0104","M0104","A398"
"A398","M0105","M0105","A398"
"A398","M0106","M0106","A398"
"A398","M0107","M0107","A398"
"A398","M0108","M0108","A398"
"A398","M0109","M0109","A398"
"A398","M030","M030","A398"
"A398","M0300","M0300","A398"
"A398","M0301","M0301","A398"
"A398","M0302","M0302","A398"
"A398","M0303","M0303","A398"
"A398","M0304","M0304","A398"
"A398","M0305","M0305","A398"
"A398","M0306","M0306","A398"
"A398","M0307","M0307","A398"
"A398","M0308","M0308","A398"
"A398","M0309","M0309","A398"
"A399","G01","G01","A399"
"A428","G01","G01","A428"
"A428","G050","G050","A428"
"A488","M013","M013","A488"
"A488","M0130","M0130","A488"
"A488","M0131","M0131","A488"
"A488","M0132","M0132","A488"
"A488","M0133","M0133","A488"
"A488","M0134","M0134","A488"
"A488","M0135","M0135","A488"
"A488","M0136","M0136","A488"
"A488","M0137","M0137","A488"
"A488","M0138","M0138","A488"
"A488","M0139","M0139","A488"
"A499","M013","M013","A499"
"A499","M0130","M0130","A499"
"A499","M0131","M0131","A499"
"A499","M0132","M0132","A499"
"A499","M0133","M0133","A499"
"A499","M0134","M0134","A499"
"A499","M0135","M0135","A499"
"A499","M0136","M0136","A499"
"A499","M0137","M0137","A499"
"A499","M0138","M0138","A499"
"A499","M0139","M0139","A499"
"A500","D77","D77","A500"
"A500","H060","H060","A500"
"A500","H220","H220","A500"
"A500","H320","H320","A500"
"A500","H588","H588","A500"
"A500","H948","H948","A500"
"A500","J998","J998","A500"
"A500","K672","K672","A500"
"A500","K770","K770","A500"
"A500","M901","M901","A500"
"A500","M9010","M9010","A500"
"A500","M9011","M9011","A500"
"A500","M9012","M9012","A500"
"A500","M9013","M9013","A500"
"A500","M9014","M9014","A500"
"A500","M9015","M9015","A500"
"A500","M9016","M9016","A500"
"A500","M9017","M9017","A500"
"A500","M9018","M9018","A500"
"A500","M9019","M9019","A500"
"A500","M902","M902","A500"
"A500","M9020","M9020","A500"
"A500","M9021","M9021","A500"
"A500","M9022","M9022","A500"
"A500","M9023","M9023","A500"
"A500","M9024","M9024","A500"
"A500","M9025","M9025","A500"
"A500","M9026","M9026","A500"
"A500","M9027","M9027","A500"
"A500","M9028","M9028","A500"
"A500","M9029","M9029","A500"
"A504","H480","H480","A504"
"A505","E358","E358","A505"
"A505","I520","I520","A505"
"A505","I790","I790","A505"
"A505","I791","I791","A505"
"A505","I798","I798","A505"
"A505","I980","I980","A505"
"A505","J998","J998","A505"
"A505","K238","K238","A505"
"A505","K770","K770","A505"
"A505","M031","M031","A505"
"A505","M0310","M0310","A505"
"A505","M0311","M0311","A505"
"A505","M0312","M0312","A505"
"A505","M0313","M0313","A505"
"A505","M0314","M0314","A505"
"A505","M0315","M0315","A505"
"A505","M0316","M0316","A505"
"A505","M0317","M0317","A505"
"A505","M0318","M0318","A505"
"A505","M0319","M0319","A505"
"A505","M493","M493","A505"
"A505","M4930","M4930","A505"
"A505","M4931","M4931","A505"
"A505","M4932","M4932","A505"
"A505","M4933","M4933","A505"
"A505","M4934","M4934","A505"
"A505","M4935","M4935","A505"
"A505","M4936","M4936","A505"
"A505","M4937","M4937","A505"
"A505","M4938","M4938","A505"
"A505","M4939","M4939","A505"
"A505","M902","M902","A505"
"A505","M9020","M9020","A505"
"A505","M9021","M9021","A505"
"A505","M9022","M9022","A505"
"A505","M9023","M9023","A505"
"A505","M9024","M9024","A505"
"A505","M9025","M9025","A505"
"A505","M9026","M9026","A505"
"A505","M9027","M9027","A505"
"A505","M9028","M9028","A505"
"A505","M9029","M9029","A505"
"A505","N080","N080","A505"
"A514","G01","G01","A514"
"A514","H220","H220","A514"
"A514","H320","H320","A514"
"A514","H588","H588","A514"
"A514","K770","K770","A514"
"A514","M630","M630","A514"
"A514","M901","M901","A514"
"A514","M9010","M9010","A514"
"A514","M9011","M9011","A514"
"A514","M9012","M9012","A514"
"A514","M9013","M9013","A514"
"A514","M9014","M9014","A514"
"A514","M9015","M9015","A514"
"A514","M9016","M9016","A514"
"A514","M9017","M9017","A514"
"A514","M9018","M9018","A514"
"A514","M9019","M9019","A514"
"A514","M902","M902","A514"
"A514","M9020","M9020","A514"
"A514","M9021","M9021","A514"
"A514","M9022","M9022","A514"
"A514","M9023","M9023","A514"
"A514","M9024","M9024","A514"
"A514","M9025","M9025","A514"
"A514","M9026","M9026","A514"
"A514","M9027","M9027","A514"
"A514","M9028","M9028","A514"
"A514","M9029","M9029","A514"
"A514","N080","N080","A514"
"A514","N742","N742","A514"
"A520","H368","H368","A520"
"A520","I681","I681","A520"
"A520","I688","I688","A520"
"A521","H320","H320","A521"
"A521","H368","H368","A521"
"A521","H480","H480","A521"
"A521","H481","H481","A521"
"A521","H588","H588","A521"
"A521","H940","H940","A521"
"A521","H948","H948","A521"
"A521","M013","M013","A521"
"A521","M0130","M0130","A521"
"A521","M0131","M0131","A521"
"A521","M0132","M0132","A521"
"A521","M0133","M0133","A521"
"A521","M0134","M0134","A521"
"A521","M0135","M0135","A521"
"A521","M0136","M0136","A521"
"A521","M0137","M0137","A521"
"A521","M0138","M0138","A521"
"A521","M0139","M0139","A521"
"A521","M146","M146","A521"
"A521","M494","M494","A521"
"A521","M4940","M4940","A521"
"A521","M4941","M4941","A521"
"A521","M4942","M4942","A521"
"A521","M4943","M4943","A521"
"A521","M4944","M4944","A521"
"A521","M4945","M4945","A521"
"A521","M4946","M4946","A521"
"A521","M4947","M4947","A521"
"A521","M4948","M4948","A521"
"A521","M4949","M4949","A521"
"A521","M902","M902","A521"
"A521","M9020","M9020","A521"
"A521","M9021","M9021","A521"
"A521","M9022","M9022","A521"
"A521","M9023","M9023","A521"
"A521","M9024","M9024","A521"
"A521","M9025","M9025","A521"
"A521","M9026","M9026","A521"
"A521","M9027","M9027","A521"
"A521","M9028","M9028","A521"
"A521","M9029","M9029","A521"
"A527","D638","D638","A527"
"A527","D77","D77","A527"
"A527","E350","E350","A527"
"A527","E351","E351","A527"
"A527","E358","E358","A527"
"A527","G598","G598","A527"
"A527","H031","H031","A527"
"A527","H060","H060","A527"
"A527","H063","H063","A527"
"A527","H131","H131","A527"
"A527","H190","H190","A527"
"A527","H192","H192","A527"
"A527","H198","H198","A527"
"A527","H220","H220","A527"
"A527","H228","H228","A527"
"A527","H288","H288","A527"
"A527","H320","H320","A527"
"A527","H428","H428","A527"
"A527","H450","H450","A527"
"A527","H458","H458","A527"
"A527","H581","H581","A527"
"A527","H588","H588","A527"
"A527","H758","H758","A527"
"A527","H948","H948","A527"
"A527","I988","I988","A527"
"A527","J998","J998","A527"
"A527","K238","K238","A527"
"A527","K672","K672","A527"
"A527","K770","K770","A527"
"A527","K870","K870","A527"
"A527","K871","K871","A527"
"A527","K938","K938","A527"
"A527","L998","L998","A527"
"A527","M013","M013","A527"
"A527","M0130","M0130","A527"
"A527","M0131","M0131","A527"
"A527","M0132","M0132","A527"
"A527","M0133","M0133","A527"
"A527","M0134","M0134","A527"
"A527","M0135","M0135","A527"
"A527","M0136","M0136","A527"
"A527","M0137","M0137","A527"
"A527","M0138","M0138","A527"
"A527","M0139","M0139","A527"
"A527","M031","M031","A527"
"A527","M0310","M0310","A527"
"A527","M0311","M0311","A527"
"A527","M0312","M0312","A527"
"A527","M0313","M0313","A527"
"A527","M0314","M0314","A527"
"A527","M0315","M0315","A527"
"A527","M0316","M0316","A527"
"A527","M0317","M0317","A527"
"A527","M0318","M0318","A527"
"A527","M0319","M0319","A527"
"A527","M148","M148","A527"
"A527","M493","M493","A527"
"A527","M4930","M4930","A527"
"A527","M4931","M4931","A527"
"A527","M4932","M4932","A527"
"A527","M4933","M4933","A527"
"A527","M4934","M4934","A527"
"A527","M4935","M4935","A527"
"A527","M4936","M4936","A527"
"A527","M4937","M4937","A527"
"A527","M4938","M4938","A527"
"A527","M4939","M4939","A527"
"A527","M630","M630","A527"
"A527","M638","M638","A527"
"A527","M680","M680","A527"
"A527","M6800","M6800","A527"
"A527","M6801","M6801","A527"
"A527","M6802","M6802","A527"
"A527","M6803","M6803","A527"
"A527","M6804","M6804","A527"
"A527","M6805","M6805","A527"
"A527","M6806","M6806","A527"
"A527","M6807","M6807","A527"
"A527","M6808","M6808","A527"
"A527","M6809","M6809","A527"
"A527","M731","M731","A527"
"A527","M7310","M7310","A527"
"A527","M7311","M7311","A527"
"A527","M7312","M7312","A527"
"A527","M7313","M7313","A527"
"A527","M7314","M7314","A527"
"A527","M7315","M7315","A527"
"A527","M7316","M7316","A527"
"A527","M7317","M7317","A527"
"A527","M7318","M7318","A527"
"A527","M7319","M7319","A527"
"A527","M901","M901","A527"
"A527","M9010","M9010","A527"
"A527","M9011","M9011","A527"
"A527","M9012","M9012","A527"
"A527","M9013","M9013","A527"
"A527","M9014","M9014","A527"
"A527","M9015","M9015","A527"
"A527","M9016","M9016","A527"
"A527","M9017","M9017","A527"
"A527","M9018","M9018","A527"
"A527","M9019","M9019","A527"
"A527","M902","M902","A527"
"A527","M9020","M9020","A527"
"A527","M9021","M9021","A527"
"A527","M9022","M9022","A527"
"A527","M9023","M9023","A527"
"A527","M9024","M9024","A527"
"A527","M9025","M9025","A527"
"A527","M9026","M9026","A527"
"A527","M9027","M9027","A527"
"A527","M9028","M9028","A527"
"A527","M9029","M9029","A527"
"A527","N080","N080","A527"
"A527","N160","N160","A527"
"A527","N290","N290","A527"
"A527","N291","N291","A527"
"A527","N338","N338","A527"
"A527","N370","N370","A527"
"A527","N378","N378","A527"
"A527","N510","N510","A527"
"A527","N511","N511","A527"
"A527","N518","N518","A527"
"A527","N742","N742","A527"
"A527","N771","N771","A527"
"A542","N080","N080","A542"
"A542","N291","N291","A542"
"A542","N743","N743","A542"
"A548","G01","G01","A548"
"A548","G07","G07","A548"
"A548","I320","I320","A548"
"A548","I390","I390","A548"
"A548","I391","I391","A548"
"A548","I392","I392","A548"
"A548","I393","I393","A548"
"A548","I394","I394","A548"
"A548","I398","I398","A548"
"A548","I410","I410","A548"
"A548","I520","I520","A548"
"A548","J170","J170","A548"
"A548","K671","K671","A548"
"A548","L86","L86","A548"
"A548","L998","L998","A548"
"A561","N744","N744","A561"
"A590","N338","N338","A590"
"A590","N370","N370","A590"
"A590","N748","N748","A590"
"A590","N771","N771","A590"
"A600","N748","N748","A600"
"A600","N770","N770","A600"
"A600","N771","N771","A600"
"A600","N778","N778","A600"
"A601","K938","K938","A601"
"A64","N370","N370","A64"
"A64","N771","N771","A64"
"A660","H031","H031","A660"
"A661","H031","H031","A661"
"A662","H031","H031","A662"
"A663","H031","H031","A663"
"A664","H031","H031","A664"
"A665","H031","H031","A665"
"A665","J998","J998","A665"
"A666","H031","H031","A666"
"A667","H031","H031","A667"
"A668","H031","H031","A668"
"A669","H031","H031","A669"
"A672","I981","I981","A672"
"A692","G01","G01","A692"
"A692","G630","G630","A692"
"A692","M012","M012","A692"
"A692","M0120","M0120","A692"
"A692","M0121","M0121","A692"
"A692","M0122","M0122","A692"
"A692","M0123","M0123","A692"
"A692","M0124","M0124","A692"
"A692","M0125","M0125","A692"
"A692","M0126","M0126","A692"
"A692","M0127","M0127","A692"
"A692","M0128","M0128","A692"
"A692","M0129","M0129","A692"
"A698","J178","J178","A698"
"A698","J998","J998","A698"
"A70","J178","J178","A70"
"A750","I410","I410","A750"
"A759","G948","G948","A759"
"A759","I410","I410","A759"
"A78","I398","I398","A78"
"A78","J178","J178","A78"
"B001","H621","H621","B001"
"B008","K770","K770","B008"
"B008","L998","L998","B008"
"B018","H192","H192","B018"
"B022","H940","H940","B022"
"B028","H621","H621","B028"
"B054","K938","K938","B054"
"B068","J171","J171","B068"
"B068","M014","M014","B068"
"B068","M0140","M0140","B068"
"B068","M0141","M0141","B068"
"B068","M0142","M0142","B068"
"B068","M0143","M0143","B068"
"B068","M0144","M0144","B068"
"B068","M0145","M0145","B068"
"B068","M0146","M0146","B068"
"B068","M0147","M0147","B068"
"B068","M0148","M0148","B068"
"B068","M0149","M0149","B068"
"B080","H031","H031","B080"
"B081","H031","H031","B081"
"B199","M032","M032","B199"
"B199","M0320","M0320","B199"
"B199","M0321","M0321","B199"
"B199","M0322","M0322","B199"
"B199","M0323","M0323","B199"
"B199","M0324","M0324","B199"
"B199","M0325","M0325","B199"
"B199","M0326","M0326","B199"
"B199","M0327","M0327","B199"
"B199","M0328","M0328","B199"
"B199","M0329","M0329","B199"
"B250","J171","J171","B250"
"B258","G051","G051","B258"
"B268","G630","G630","B268"
"B268","I411","I411","B268"
"B268","K770","K770","B268"
"B268","M015","M015","B268"
"B268","M0150","M0150","B268"
"B268","M0151","M0151","B268"
"B268","M0152","M0152","B268"
"B268","M0153","M0153","B268"
"B268","M0154","M0154","B268"
"B268","M0155","M0155","B268"
"B268","M0156","M0156","B268"
"B268","M0157","M0157","B268"
"B268","M0158","M0158","B268"
"B268","M0159","M0159","B268"
"B268","N080","N080","B268"
"B268","N748","N748","B268"
"B270","G020","G020","B270"
"B270","G630","G630","B270"
"B270","K770","K770","B270"
"B271","G020","G020","B271"
"B271","G630","G630","B271"
"B278","G020","G020","B278"
"B278","G630","G630","B278"
"B279","G020","G020","B279"
"B279","G630","G630","B279"
"B338","K770","K770","B338"
"B349","H621","H621","B349"
"B349","H671","H671","B349"
"B349","M015","M015","B349"
"B349","M0150","M0150","B349"
"B349","M0151","M0151","B349"
"B349","M0152","M0152","B349"
"B349","M0153","M0153","B349"
"B349","M0154","M0154","B349"
"B349","M0155","M0155","B349"
"B349","M0156","M0156","B349"
"B349","M0157","M0157","B349"
"B349","M0158","M0158","B349"
"B349","M0159","M0159","B349"
"B369","H622","H622","B369"
"B372","H622","H622","B372"
"B374","N370","N370","B374"
"B378","H622","H622","B378"
"B378","J998","J998","B378"
"B388","N510","N510","B388"
"B394","J172","J172","B394"
"B395","J172","J172","B395"
"B399","H320","H320","B399"
"B399","J172","J172","B399"
"B400","J998","J998","B400"
"B401","J998","J998","B401"
"B402","J998","J998","B402"
"B403","L998","L998","B403"
"B408","G052","G052","B408"
"B410","J998","J998","B410"
"B420","J998","J998","B420"
"B428","G021","G021","B428"
"B428","M016","M016","B428"
"B428","M0160","M0160","B428"
"B428","M0161","M0161","B428"
"B428","M0162","M0162","B428"
"B428","M0163","M0163","B428"
"B428","M0164","M0164","B428"
"B428","M0165","M0165","B428"
"B428","M0166","M0166","B428"
"B428","M0167","M0167","B428"
"B428","M0168","M0168","B428"
"B428","M0169","M0169","B428"
"B430","L998","L998","B430"
"B431","G07","G07","B431"
"B432","L998","L998","B432"
"B440","J172","J172","B440"
"B440","J998","J998","B440"
"B441","J172","J172","B441"
"B441","J998","J998","B441"
"B442","J998","J998","B442"
"B448","H622","H622","B448"
"B450","J998","J998","B450"
"B451","G021","G021","B451"
"B451","G052","G052","B451"
"B452","L998","L998","B452"
"B453","M902","M902","B453"
"B453","M9020","M9020","B453"
"B453","M9021","M9021","B453"
"B453","M9022","M9022","B453"
"B453","M9023","M9023","B453"
"B453","M9024","M9024","B453"
"B453","M9025","M9025","B453"
"B453","M9026","M9026","B453"
"B453","M9027","M9027","B453"
"B453","M9028","M9028","B453"
"B453","M9029","M9029","B453"
"B460","J998","J998","B460"
"B461","G998","G998","B461"
"B462","K938","K938","B462"
"B463","L998","L998","B463"
"B479","M902","M902","B479"
"B479","M9020","M9020","B479"
"B479","M9021","M9021","B479"
"B479","M9022","M9022","B479"
"B479","M9023","M9023","B479"
"B479","M9024","M9024","B479"
"B479","M9025","M9025","B479"
"B479","M9026","M9026","B479"
"B479","M9027","M9027","B479"
"B479","M9028","M9028","B479"
"B479","M9029","M9029","B479"
"B483","K938","K938","B483"
"B49","G021","G021","B49"
"B49","H192","H192","B49"
"B49","J998","J998","B49"
"B49","K938","K938","B49"
"B49","M016","M016","B49"
"B49","M0160","M0160","B49"
"B49","M0161","M0161","B49"
"B49","M0162","M0162","B49"
"B49","M0163","M0163","B49"
"B49","M0164","M0164","B49"
"B49","M0165","M0165","B49"
"B49","M0166","M0166","B49"
"B49","M0167","M0167","B49"
"B49","M0168","M0168","B49"
"B49","M0169","M0169","B49"
"B49","M632","M632","B49"
"B550","H030","H030","B550"
"B551","H030","H030","B551"
"B552","H030","H030","B552"
"B559","H030","H030","B559"
"B560","F028","F028","B560"
"B560","F0280","F0280","B560"
"B560","F0281","F0281","B560"
"B560","F0282","F0282","B560"
"B560","F0283","F0283","B560"
"B560","F0284","F0284","B560"
"B560","G028","G028","B560"
"B560","G052","G052","B560"
"B561","F028","F028","B561"
"B561","F0280","F0280","B561"
"B561","F0281","F0281","B561"
